playid,team,host,m0_cnt,w0,d0,l0,m0_hit,m0_mis,m1_cnt,w1,d1,l1,m1_hit,m1_mis,m_dval,m_num,m_r,m_p
25003,朗斯,1,10,4,3,3,15,13,15.0,6.0,3.0,6.0,17.0,17.0,0.0,21.0,9.0,40%
25003,图卢兹,0,10,5,2,3,12,9,15.0,6.0,6.0,3.0,19.0,14.0,5.0,24.0,7.0,40%
25003,昂热,1,10,4,2,4,11,14,15.0,6.0,1.0,8.0,24.0,27.0,-3.0,19.0,11.0,40%
25003,布雷斯特,0,10,5,0,5,15,16,15.0,3.0,4.0,8.0,14.0,26.0,-12.0,13.0,16.0,20%
25003,斯特拉斯,1,10,3,2,5,16,17,15.0,6.0,3.0,6.0,23.0,23.0,0.0,21.0,8.0,40%
25003,欧塞尔,0,10,4,3,3,15,12,15.0,4.0,5.0,6.0,25.0,27.0,-2.0,17.0,13.0,27%
25003,马赛,1,10,6,2,2,21,11,15.0,4.0,0.0,11.0,11.0,29.0,-18.0,12.0,17.0,27%
25003,勒阿弗尔,0,10,2,0,8,4,17,15.0,9.0,3.0,3.0,32.0,18.0,14.0,30.0,2.0,60%
25003,圣克拉拉,1,10,5,1,4,7,10,16.0,3.0,4.0,9.0,11.0,23.0,-12.0,13.0,17.0,19%
25003,法伦斯,0,10,4,3,3,14,13,16.0,10.0,0.0,6.0,18.0,16.0,2.0,30.0,5.0,63%
25003,卡萨皮亚,1,10,6,3,1,20,8,16.0,4.0,7.0,5.0,19.0,19.0,0.0,19.0,9.0,25%
25003,法马利康,0,10,2,3,5,12,16,16.0,6.0,5.0,5.0,18.0,19.0,-1.0,23.0,7.0,38%
25003,阿马多拉,1,10,3,3,4,10,20,16.0,3.0,6.0,7.0,14.0,26.0,-12.0,15.0,14.0,19%
25003,埃斯托里,0,10,2,4,4,10,16,16.0,4.0,4.0,8.0,14.0,25.0,-11.0,16.0,12.0,25%
25003,吉维森特,1,10,4,2,4,12,13,16.0,5.0,4.0,7.0,17.0,27.0,-10.0,19.0,10.0,32%
25003,里奥阿维,0,10,3,4,3,14,17,16.0,4.0,6.0,6.0,18.0,25.0,-7.0,18.0,11.0,25%
25002,维拉,1,10,4,3,3,14,16,19.0,3.0,5.0,11.0,22.0,42.0,-20.0,14.0,19.0,16%
25002,莱切斯特,0,10,1,2,7,9,25,19.0,8.0,5.0,6.0,28.0,31.0,-3.0,29.0,9.0,43%
25002,伯恩茅斯,1,10,5,3,2,18,12,18.0,3.0,8.0,7.0,15.0,24.0,-9.0,17.0,16.0,17%
25002,埃弗顿,0,10,1,6,3,6,9,19.0,8.0,6.0,5.0,29.0,23.0,6.0,30.0,7.0,43%
25002,水晶宫,1,10,3,4,3,14,17,19.0,10.0,5.0,4.0,38.0,23.0,15.0,35.0,4.0,53%
25002,切尔西,0,10,7,1,2,25,11,19.0,4.0,8.0,7.0,20.0,27.0,-7.0,20.0,15.0,22%
25002,曼城,1,10,2,3,5,13,18,19.0,6.0,5.0,8.0,23.0,35.0,-12.0,23.0,13.0,32%
25002,西汉姆联,0,10,3,3,4,10,19,19.0,9.0,4.0,6.0,32.0,26.0,6.0,31.0,6.0,48%
25002,南安普敦,1,10,0,2,8,6,22,19.0,7.0,3.0,9.0,33.0,35.0,-2.0,24.0,12.0,37%
25002,布伦特,0,10,3,2,5,15,18,19.0,1.0,3.0,15.0,12.0,39.0,-27.0,6.0,20.0,6%
25002,布赖顿,1,10,2,5,3,13,16,19.0,11.0,6.0,2.0,38.0,17.0,21.0,39.0,2.0,58%
25002,阿森纳,0,10,8,2,0,28,8,19.0,6.0,9.0,4.0,29.0,28.0,1.0,27.0,11.0,32%
25002,威尼斯,1,10,2,3,5,12,17,18.0,4.0,7.0,7.0,17.0,21.0,-4.0,19.0,12.0,23%
25002,恩波利,0,10,2,3,5,12,17,18.0,3.0,4.0,11.0,17.0,31.0,-14.0,13.0,19.0,17%
25002,佛罗伦萨,1,10,5,3,2,22,11,18.0,13.0,2.0,3.0,27.0,12.0,15.0,41.0,2.0,73%
25002,那不勒斯,0,10,6,1,3,12,10,17.0,9.0,5.0,3.0,31.0,15.0,16.0,32.0,5.0,53%
25002,维罗纳,1,10,3,0,7,12,27,18.0,7.0,3.0,8.0,23.0,28.0,-5.0,24.0,9.0,39%
25002,乌迪内斯,0,10,2,2,6,11,19,18.0,6.0,0.0,12.0,24.0,42.0,-18.0,18.0,16.0,34%
25002,圣埃蒂安,1,10,3,0,7,9,21,15.0,5.0,5.0,5.0,20.0,18.0,2.0,20.0,10.0,34%
25002,兰斯,0,10,3,3,4,13,11,15.0,4.0,1.0,10.0,12.0,34.0,-22.0,13.0,16.0,27%
25002,里尔,1,10,5,5,0,17,11,15.0,3.0,5.0,7.0,17.0,24.0,-7.0,14.0,14.0,20%
25002,南特,0,10,2,2,6,12,18,15.0,7.0,6.0,2.0,25.0,15.0,10.0,27.0,5.0,47%
25002,摩雷伦斯,1,10,4,1,5,13,16,16.0,2.0,8.0,6.0,12.0,23.0,-11.0,14.0,14.0,13%
25002,AVS,0,10,0,5,5,7,17,16.0,6.0,3.0,7.0,21.0,24.0,-3.0,21.0,8.0,38%
25002,本菲卡,1,10,7,2,1,23,5,16.0,8.0,4.0,4.0,28.0,18.0,10.0,28.0,5.0,50%
25002,布拉加,0,10,4,3,3,17,15,16.0,12.0,2.0,2.0,37.0,9.0,28.0,38.0,3.0,75%
25002,博阿维斯,1,10,1,4,5,7,16,16.0,3.0,3.0,10.0,10.0,27.0,-17.0,12.0,18.0,19%
25002,阿罗卡,0,10,2,2,6,12,16,16.0,2.0,6.0,8.0,10.0,23.0,-13.0,12.0,17.0,13%
25001,布伦特,1,10,3,2,5,15,17,18.0,10.0,6.0,2.0,35.0,16.0,19.0,36.0,3.0,56%
25001,阿森纳,0,10,8,2,0,28,7,18.0,7.0,3.0,8.0,32.0,32.0,0.0,24.0,12.0,39%
25001,普利茅斯,1,10,1,3,6,9,26,24.0,8.0,9.0,7.0,30.0,28.0,2.0,33.0,10.0,34%
25001,布城,0,10,4,2,4,12,9,23.0,4.0,6.0,13.0,22.0,51.0,-29.0,18.0,24.0,18%
25001,巡游者,1,10,4,4,2,12,9,23.0,11.0,4.0,8.0,33.0,31.0,2.0,37.0,7.0,48%
25001,沃特福德,0,10,4,3,3,11,10,24.0,5.0,11.0,8.0,24.0,32.0,-8.0,26.0,17.0,21%
25001,米尔沃尔,1,10,2,4,4,6,8,23.0,6.0,6.0,11.0,26.0,39.0,-13.0,24.0,20.0,27%
25001,牛津联,0,10,3,1,6,10,22,23.0,7.0,8.0,8.0,22.0,20.0,2.0,29.0,13.0,31%
25001,伯恩利,1,10,7,3,0,13,3,24.0,6.0,7.0,11.0,24.0,32.0,-8.0,25.0,19.0,25%
25001,斯托克城,0,10,1,4,5,7,14,24.0,13.0,9.0,2.0,30.0,9.0,21.0,48.0,3.0,55%
25001,加的夫,1,10,1,3,6,10,19,24.0,7.0,7.0,10.0,32.0,34.0,-2.0,28.0,16.0,30%
25001,考文垂,0,10,3,4,3,14,15,23.0,5.0,6.0,12.0,23.0,38.0,-15.0,21.0,22.0,22%
25001,利兹联,1,10,8,1,1,22,6,23.0,11.0,5.0,7.0,27.0,21.0,6.0,38.0,5.0,48%
25001,布莱克本,0,10,6,1,3,11,7,24.0,15.0,6.0,3.0,44.0,15.0,29.0,51.0,1.0,63%
25001,卢顿,1,10,3,1,6,10,20,24.0,7.0,9.0,8.0,40.0,36.0,4.0,30.0,12.0,30%
25001,诺维奇,0,10,3,3,4,17,16,24.0,7.0,4.0,13.0,26.0,41.0,-15.0,25.0,20.0,30%
25001,朴茨茅斯,1,10,3,3,4,14,15,24.0,9.0,6.0,9.0,29.0,25.0,4.0,33.0,10.0,38%
25001,斯旺西,0,10,4,2,4,18,16,22.0,4.0,8.0,10.0,26.0,40.0,-14.0,20.0,23.0,19%
25001,谢周三,1,10,4,3,3,15,12,24.0,7.0,6.0,11.0,29.0,30.0,-1.0,27.0,17.0,30%
25001,德比郡,0,10,2,3,5,11,12,24.0,9.0,6.0,9.0,32.0,36.0,-4.0,33.0,11.0,38%
25001,西布罗,1,10,3,5,2,14,11,24.0,6.0,11.0,7.0,26.0,30.0,-4.0,29.0,14.0,25%
25001,普雷斯顿,0,10,3,5,2,12,10,24.0,8.0,12.0,4.0,28.0,19.0,9.0,36.0,8.0,34%
25001,赫尔城,1,10,2,1,7,7,14,24.0,10.0,7.0,7.0,41.0,31.0,10.0,37.0,7.0,42%
25001,米堡,0,10,4,4,2,23,15,24.0,5.0,7.0,12.0,22.0,32.0,-10.0,22.0,22.0,21%
25001,桑德兰,1,10,3,5,2,13,12,24.0,15.0,6.0,3.0,33.0,14.0,19.0,49.0,3.0,63%
25001,谢菲联,0,10,6,3,1,15,7,24.0,12.0,8.0,4.0,36.0,21.0,15.0,44.0,4.0,50%
25001,国际米兰,1,10,8,1,1,24,3,,,,,,,,,,
25001,亚特兰大,0,10,8,1,1,28,11,,,,,,,,,,
24208,莱切斯特,1,10,1,2,7,11,28,18.0,8.0,4.0,6.0,30.0,26.0,4.0,28.0,7.0,45%
24208,曼城,0,10,1,3,6,12,20,18.0,3.0,5.0,10.0,22.0,40.0,-18.0,14.0,18.0,17%
24208,水晶宫,1,10,2,5,3,14,18,18.0,1.0,3.0,14.0,11.0,37.0,-26.0,6.0,20.0,6%
24208,南安普敦,0,10,1,2,7,6,20,18.0,3.0,8.0,7.0,18.0,26.0,-8.0,17.0,16.0,17%
24208,埃弗顿,1,10,2,6,2,8,7,18.0,10.0,4.0,4.0,24.0,19.0,5.0,34.0,4.0,56%
24208,诺丁汉,0,10,7,0,3,16,13,17.0,3.0,8.0,6.0,15.0,22.0,-7.0,17.0,15.0,18%
24208,富勒姆,1,10,4,5,1,15,12,18.0,8.0,5.0,5.0,27.0,21.0,6.0,29.0,6.0,45%
24208,伯恩茅斯,0,10,5,3,2,17,11,18.0,7.0,7.0,4.0,26.0,23.0,3.0,28.0,8.0,39%
24208,热刺,1,10,3,3,4,23,19,18.0,4.0,3.0,11.0,29.0,40.0,-11.0,15.0,17.0,23%
24208,狼队,0,10,4,2,4,19,17,18.0,7.0,2.0,9.0,39.0,26.0,13.0,23.0,12.0,39%
24208,西汉姆联,1,10,4,3,3,12,15,17.0,13.0,3.0,1.0,40.0,17.0,23.0,42.0,1.0,77%
24208,利物浦,0,10,8,2,0,26,12,18.0,6.0,5.0,7.0,23.0,30.0,-7.0,23.0,13.0,34%
24208,恩波利,1,10,2,4,4,12,16,17.0,3.0,7.0,7.0,14.0,26.0,-12.0,16.0,13.0,18%
24208,热那亚,0,10,2,5,3,9,11,17.0,4.0,7.0,6.0,16.0,19.0,-3.0,19.0,11.0,24%
24208,帕尔马,1,10,2,3,5,13,21,17.0,1.0,7.0,9.0,15.0,23.0,-8.0,10.0,20.0,6%
24208,蒙扎,0,10,0,3,7,7,18,17.0,3.0,6.0,8.0,23.0,33.0,-10.0,15.0,15.0,18%
24208,卡利亚里,1,10,1,2,7,8,19,16.0,11.0,4.0,1.0,42.0,15.0,27.0,37.0,3.0,69%
24208,国际米兰,0,10,8,1,1,22,3,17.0,3.0,5.0,9.0,16.0,28.0,-12.0,14.0,18.0,18%
24208,拉齐奥,1,10,7,1,2,16,13,17.0,13.0,1.0,3.0,42.0,19.0,23.0,40.0,2.0,77%
24208,亚特兰大,0,10,9,0,1,29,10,17.0,11.0,1.0,5.0,32.0,24.0,8.0,34.0,4.0,65%
24208,尤文图斯,1,10,4,6,0,16,7,16.0,9.0,4.0,3.0,29.0,13.0,16.0,31.0,5.0,57%
24208,佛罗伦萨,0,10,5,2,3,21,11,17.0,7.0,10.0,0.0,28.0,13.0,15.0,31.0,6.0,42%
24208,AC米兰,1,10,6,3,1,22,10,17.0,5.0,4.0,8.0,23.0,23.0,0.0,19.0,11.0,30%
24208,罗马,0,10,4,2,4,21,13,16.0,7.0,5.0,4.0,25.0,16.0,9.0,26.0,8.0,44%
24208,埃斯托里,1,10,2,3,5,8,17,15.0,6.0,2.0,7.0,19.0,22.0,-3.0,20.0,8.0,40%
24208,摩雷伦斯,0,10,5,0,5,13,15,15.0,3.0,5.0,7.0,12.0,24.0,-12.0,14.0,14.0,20%
24208,波尔图,1,10,5,2,3,19,11,15.0,2.0,6.0,7.0,10.0,19.0,-9.0,12.0,16.0,14%
24208,博阿维斯,0,10,1,4,5,7,13,15.0,12.0,1.0,2.0,36.0,9.0,27.0,37.0,3.0,80%
24207,伯恩茅斯,1,10,6,2,2,19,11,17.0,3.0,7.0,7.0,18.0,26.0,-8.0,16.0,16.0,18%
24207,水晶宫,0,10,3,4,3,16,19,17.0,8.0,4.0,5.0,27.0,21.0,6.0,28.0,5.0,48%
24207,切尔西,1,10,8,2,0,27,9,17.0,6.0,7.0,4.0,24.0,22.0,2.0,25.0,9.0,36%
24207,富勒姆,0,10,3,5,2,14,14,17.0,10.0,5.0,2.0,37.0,19.0,18.0,35.0,2.0,59%
24207,纽卡斯尔,1,10,6,2,2,23,12,17.0,8.0,4.0,5.0,26.0,26.0,0.0,28.0,7.0,48%
24207,维拉,0,10,4,2,4,12,14,17.0,7.0,5.0,5.0,27.0,21.0,6.0,26.0,8.0,42%
24207,诺丁汉,1,10,7,0,3,16,13,17.0,7.0,2.0,8.0,39.0,25.0,14.0,23.0,11.0,42%
24207,热刺,0,10,3,3,4,24,20,17.0,9.0,4.0,4.0,23.0,19.0,4.0,31.0,4.0,53%
24207,南安普敦,1,10,2,2,6,9,21,17.0,5.0,5.0,7.0,22.0,30.0,-8.0,20.0,14.0,30%
24207,西汉姆联,0,10,3,3,4,12,19,17.0,1.0,3.0,13.0,11.0,36.0,-25.0,6.0,20.0,6%
24207,狼队,1,10,3,2,5,18,19,17.0,6.0,4.0,7.0,21.0,22.0,-1.0,22.0,14.0,36%
24207,曼联,0,10,5,1,4,20,17,17.0,3.0,3.0,11.0,27.0,40.0,-13.0,12.0,18.0,18%
24207,利物浦,1,10,8,2,0,27,11,17.0,3.0,5.0,9.0,21.0,37.0,-16.0,14.0,18.0,18%
24207,莱切斯特,0,10,1,2,7,11,28,16.0,12.0,3.0,1.0,37.0,16.0,21.0,39.0,1.0,75%
24207,布莱克本,1,10,6,0,4,9,7,22.0,12.0,7.0,3.0,34.0,18.0,16.0,43.0,4.0,55%
24207,桑德兰,0,10,3,6,1,11,9,21.0,11.0,4.0,6.0,25.0,18.0,7.0,37.0,5.0,53%
24207,布城,1,10,3,2,5,12,12,22.0,7.0,4.0,11.0,25.0,38.0,-13.0,25.0,15.0,32%
24207,卢顿,0,10,4,2,4,11,18,22.0,6.0,9.0,7.0,26.0,28.0,-2.0,27.0,12.0,28%
24207,米堡,1,10,5,2,3,24,16,22.0,9.0,5.0,8.0,28.0,30.0,-2.0,32.0,9.0,41%
24207,谢周三,0,10,5,2,3,15,12,22.0,10.0,5.0,7.0,38.0,28.0,10.0,35.0,6.0,46%
24207,诺维奇,1,10,2,2,6,15,18,21.0,7.0,7.0,7.0,21.0,18.0,3.0,28.0,10.0,34%
24207,米尔沃尔,0,10,4,3,3,7,6,22.0,6.0,8.0,8.0,37.0,34.0,3.0,26.0,13.0,28%
24207,谢菲联,1,10,8,2,0,18,5,22.0,12.0,8.0,2.0,28.0,9.0,19.0,44.0,3.0,55%
24207,伯恩利,0,10,6,3,1,11,4,22.0,15.0,5.0,2.0,32.0,11.0,21.0,48.0,1.0,69%
24207,德比郡,1,10,2,3,5,12,13,22.0,8.0,11.0,3.0,26.0,16.0,10.0,35.0,8.0,37%
24207,西布罗,0,10,3,6,1,13,9,22.0,6.0,6.0,10.0,27.0,28.0,-1.0,24.0,18.0,28%
24207,斯托克城,1,10,2,4,4,10,13,22.0,13.0,6.0,3.0,41.0,15.0,26.0,45.0,3.0,60%
24207,利兹联,0,10,7,1,2,22,7,22.0,5.0,7.0,10.0,23.0,30.0,-7.0,22.0,19.0,23%
24206,埃弗顿,1,10,3,5,2,9,7,16.0,10.0,4.0,2.0,37.0,19.0,18.0,34.0,2.0,63%
24206,切尔西,0,10,9,1,0,35,9,15.0,3.0,6.0,6.0,14.0,21.0,-7.0,15.0,16.0,20%
24206,富勒姆,1,10,3,4,3,16,17,16.0,1.0,2.0,13.0,11.0,36.0,-25.0,5.0,20.0,7%
24206,南安普敦,0,10,2,1,7,9,22,16.0,6.0,6.0,4.0,24.0,22.0,2.0,24.0,10.0,38%
24206,莱切斯特,1,10,2,2,6,14,27,16.0,2.0,3.0,11.0,24.0,40.0,-16.0,9.0,19.0,13%
24206,狼队,0,10,2,2,6,18,24,16.0,3.0,5.0,8.0,21.0,34.0,-13.0,14.0,17.0,19%
24206,曼联,1,10,6,1,3,22,14,16.0,7.0,4.0,5.0,24.0,21.0,3.0,25.0,8.0,44%
24206,伯恩茅斯,0,10,5,2,3,16,12,16.0,6.0,4.0,6.0,21.0,19.0,2.0,22.0,13.0,38%
24206,热刺,1,10,3,3,4,23,17,15.0,11.0,3.0,1.0,31.0,13.0,18.0,36.0,1.0,74%
24206,利物浦,0,10,8,2,0,23,9,16.0,7.0,2.0,7.0,36.0,19.0,17.0,23.0,11.0,44%
24206,波鸿,1,10,1,2,7,9,24,14.0,3.0,1.0,10.0,18.0,31.0,-13.0,10.0,16.0,22%
24206,海登海姆,0,10,1,1,8,10,26,14.0,0.0,3.0,11.0,11.0,35.0,-24.0,3.0,18.0,0%
24206,沃夫斯堡,1,10,5,3,2,21,13,14.0,6.0,4.0,4.0,25.0,21.0,4.0,22.0,10.0,43%
24206,多特蒙德,0,10,4,4,2,16,10,14.0,6.0,3.0,5.0,31.0,25.0,6.0,21.0,11.0,43%
24206,威尼斯,1,10,1,3,6,11,19,16.0,3.0,5.0,8.0,15.0,26.0,-11.0,14.0,18.0,19%
24206,卡利亚里,0,10,2,2,6,10,19,16.0,2.0,4.0,10.0,15.0,29.0,-14.0,10.0,20.0,13%
24206,亚特兰大,1,10,9,0,1,29,8,16.0,4.0,7.0,5.0,14.0,16.0,-2.0,19.0,11.0,25%
24206,恩波利,0,10,2,4,4,10,14,16.0,12.0,1.0,3.0,39.0,17.0,22.0,37.0,2.0,75%
24206,蒙扎,1,10,1,3,6,9,16,16.0,6.0,10.0,0.0,26.0,12.0,14.0,28.0,6.0,38%
24206,尤文图斯,0,10,4,6,0,16,6,16.0,1.0,7.0,8.0,14.0,21.0,-7.0,10.0,20.0,7%
24206,皇马,1,10,6,1,3,23,12,17.0,6.0,4.0,7.0,18.0,23.0,-5.0,22.0,12.0,36%
24206,塞维利亚,0,10,5,1,4,15,14,17.0,11.0,4.0,2.0,37.0,16.0,21.0,37.0,3.0,65%
24206,莱加内斯,1,10,4,2,4,14,17,17.0,7.0,6.0,4.0,29.0,28.0,1.0,27.0,6.0,42%
24206,比利亚雷,0,10,3,4,3,18,13,17.0,4.0,6.0,7.0,15.0,23.0,-8.0,18.0,15.0,24%
24206,拉帕马斯,1,10,7,1,2,22,11,17.0,4.0,3.0,10.0,16.0,29.0,-13.0,15.0,18.0,24%
24206,西班牙人,0,10,2,2,6,11,18,17.0,5.0,4.0,8.0,22.0,27.0,-5.0,19.0,14.0,30%
24206,贝蒂斯,1,10,5,2,3,16,15,17.0,5.0,6.0,6.0,19.0,20.0,-1.0,21.0,14.0,30%
24206,巴列卡诺,0,10,4,2,4,16,13,17.0,6.0,6.0,5.0,20.0,21.0,-1.0,24.0,11.0,36%
24205,布伦特,1,10,4,2,4,20,19,16.0,8.0,4.0,4.0,21.0,19.0,2.0,28.0,4.0,50%
24205,诺丁汉,0,10,6,1,3,15,14,16.0,7.0,2.0,7.0,32.0,30.0,2.0,23.0,11.0,44%
24205,伊普斯,1,10,2,2,6,11,18,16.0,6.0,5.0,5.0,23.0,21.0,2.0,23.0,12.0,38%
24205,纽卡斯尔,0,10,5,2,3,20,14,16.0,2.0,6.0,8.0,16.0,28.0,-12.0,12.0,18.0,13%
24205,西汉姆联,1,10,4,2,4,15,19,16.0,6.0,6.0,4.0,26.0,25.0,1.0,24.0,9.0,38%
24205,布赖顿,0,10,3,3,4,15,18,16.0,5.0,4.0,7.0,21.0,29.0,-8.0,19.0,14.0,32%
24205,水晶宫,1,10,4,4,2,16,14,16.0,8.0,6.0,2.0,29.0,15.0,14.0,30.0,4.0,50%
24205,阿森纳,0,10,6,3,1,23,8,16.0,3.0,7.0,6.0,17.0,21.0,-4.0,16.0,15.0,19%
24205,法兰克福,1,10,6,1,3,23,15,14.0,6.0,4.0,4.0,25.0,19.0,6.0,22.0,7.0,43%
24205,美因茨,0,10,5,2,3,17,13,14.0,8.0,3.0,3.0,34.0,20.0,14.0,27.0,3.0,58%
24205,霍芬海姆,1,10,1,5,4,8,17,14.0,6.0,3.0,5.0,23.0,19.0,4.0,21.0,11.0,43%
24205,门兴,0,10,5,3,2,20,12,14.0,3.0,5.0,6.0,19.0,26.0,-7.0,14.0,14.0,22%
24205,斯图加特,1,10,5,2,3,21,16,14.0,3.0,2.0,9.0,11.0,19.0,-8.0,11.0,15.0,22%
24205,圣保利,0,10,2,2,6,10,15,14.0,6.0,5.0,3.0,29.0,24.0,5.0,23.0,6.0,43%
24205,不来梅,1,10,6,2,2,16,12,14.0,4.0,5.0,5.0,13.0,15.0,-2.0,17.0,12.0,29%
24205,柏林联合,0,10,2,3,5,9,14,14.0,6.0,4.0,4.0,22.0,24.0,-2.0,22.0,9.0,43%
24205,勒沃库森,1,10,7,2,1,19,9,14.0,7.0,3.0,4.0,20.0,19.0,1.0,24.0,8.0,50%
24205,弗赖堡,0,10,4,3,3,12,15,14.0,8.0,5.0,1.0,32.0,20.0,12.0,29.0,2.0,58%
24205,热那亚,1,10,2,5,3,9,14,16.0,11.0,2.0,3.0,24.0,11.0,13.0,35.0,2.0,69%
24205,那不勒斯,0,10,6,1,3,11,9,16.0,3.0,7.0,6.0,13.0,24.0,-11.0,16.0,13.0,19%
24205,莱切,1,10,3,2,5,7,16,16.0,10.0,1.0,5.0,30.0,23.0,7.0,31.0,5.0,63%
24205,拉齐奥,0,10,7,1,2,16,13,16.0,4.0,4.0,8.0,10.0,27.0,-17.0,16.0,14.0,25%
24205,塞尔塔,1,10,4,2,4,21,14,17.0,7.0,4.0,6.0,16.0,11.0,5.0,25.0,7.0,42%
24205,皇家社会,0,10,6,2,2,17,3,17.0,6.0,3.0,8.0,25.0,28.0,-3.0,21.0,13.0,36%
24205,奥萨苏纳,1,10,4,4,2,17,13,18.0,9.0,6.0,3.0,27.0,16.0,11.0,33.0,4.0,50%
24205,毕尔巴鄂,0,10,7,3,0,17,6,17.0,6.0,7.0,4.0,22.0,25.0,-3.0,25.0,9.0,36%
24205,巴萨,1,10,5,2,3,24,14,17.0,11.0,5.0,1.0,31.0,11.0,20.0,38.0,2.0,65%
24205,马竞,0,10,10,0,0,29,7,18.0,12.0,2.0,4.0,50.0,20.0,30.0,38.0,1.0,67%
24204,卢顿,1,10,3,2,5,11,20,21.0,6.0,6.0,9.0,26.0,26.0,0.0,24.0,14.0,29%
24204,德比郡,0,10,2,4,4,12,12,21.0,6.0,4.0,11.0,23.0,37.0,-14.0,22.0,19.0,29%
24204,拜仁,1,10,7,1,2,20,7,14.0,8.0,3.0,3.0,23.0,15.0,8.0,27.0,4.0,58%
24204,莱红牛,0,10,3,1,6,15,19,14.0,10.0,3.0,1.0,42.0,12.0,30.0,33.0,1.0,72%
24204,杜塞多夫,1,10,3,3,4,17,15,16.0,6.0,7.0,3.0,25.0,22.0,3.0,25.0,9.0,38%
24204,马格德堡,0,10,2,5,3,12,17,16.0,7.0,5.0,4.0,26.0,18.0,8.0,26.0,4.0,44%
24204,埃弗斯堡,1,10,6,1,3,17,12,16.0,4.0,5.0,7.0,28.0,32.0,-4.0,17.0,14.0,25%
24204,沙尔克04,0,10,2,4,4,14,18,16.0,8.0,4.0,4.0,30.0,18.0,12.0,28.0,1.0,50%
24204,维罗纳,1,10,3,0,7,11,28,15.0,6.0,5.0,4.0,24.0,16.0,8.0,23.0,8.0,40%
24204,AC米兰,0,10,6,3,1,22,10,16.0,5.0,0.0,11.0,21.0,39.0,-18.0,15.0,17.0,32%
24204,赫罗纳,1,10,3,2,5,12,17,17.0,3.0,3.0,11.0,12.0,34.0,-22.0,12.0,19.0,18%
24204,巴利亚多,0,10,3,2,5,12,16,17.0,6.0,4.0,7.0,23.0,25.0,-2.0,22.0,10.0,36%
24204,特鲁瓦,1,10,6,2,2,15,6,,,,,,,,,,
24204,梅斯,0,10,6,2,2,10,4,,,,,,,,,,
24204,瓦尔韦克,1,10,3,3,4,19,20,16.0,4.0,4.0,8.0,15.0,25.0,-10.0,16.0,13.0,25%
24204,兹沃勒,0,10,2,4,4,10,17,16.0,1.0,3.0,12.0,17.0,40.0,-23.0,6.0,17.0,7%
24204,坎布尔,1,10,7,1,2,23,12,19.0,5.0,4.0,10.0,31.0,38.0,-7.0,19.0,15.0,27%
24204,阿尔青年,0,10,2,2,6,14,19,19.0,10.0,2.0,7.0,28.0,17.0,11.0,32.0,5.0,53%
24204,多德勒支,1,10,5,2,3,21,17,19.0,7.0,4.0,8.0,25.0,30.0,-5.0,25.0,12.0,37%
24204,埃因FC,0,10,4,1,5,20,20,19.0,10.0,5.0,4.0,34.0,26.0,8.0,35.0,3.0,53%
24204,埃门,1,10,5,2,3,17,10,19.0,8.0,6.0,5.0,31.0,22.0,9.0,30.0,8.0,43%
24204,登博思,0,10,2,3,5,9,15,19.0,9.0,5.0,5.0,32.0,21.0,11.0,32.0,4.0,48%
24204,埃因青年,1,10,2,2,6,12,18,19.0,4.0,7.0,8.0,24.0,39.0,-15.0,-8.0,20.0,22%
24204,维迪斯,0,10,2,3,5,10,23,19.0,5.0,3.0,11.0,27.0,35.0,-8.0,18.0,17.0,27%
24204,乌德青年,1,10,1,3,6,8,19,19.0,9.0,4.0,6.0,28.0,27.0,1.0,31.0,7.0,48%
24204,海尔蒙特,0,10,3,1,6,10,20,19.0,1.0,7.0,11.0,16.0,38.0,-22.0,10.0,19.0,6%
24204,卡萨皮亚,1,10,4,4,2,16,9,14.0,3.0,2.0,9.0,8.0,23.0,-15.0,11.0,17.0,22%
24204,阿罗卡,0,10,2,2,6,11,17,14.0,4.0,5.0,5.0,13.0,17.0,-4.0,17.0,9.0,29%
24203,切尔西,1,10,8,2,0,31,9,5.0,3.0,2.0,0.0,11.0,4.0,7.0,11.0,6.0,60%
24203,沙姆洛克流浪,0,10,7,2,1,17,7,5.0,5.0,0.0,0.0,21.0,4.0,17.0,15.0,1.0,100%
24203,佐加顿斯,1,10,6,0,4,17,13,5.0,4.0,0.0,1.0,12.0,2.0,10.0,12.0,4.0,80%
24203,华沙,0,10,7,1,2,25,13,5.0,3.0,1.0,1.0,8.0,6.0,2.0,10.0,11.0,60%
24203,吉马良斯,1,10,5,2,3,17,9,5.0,4.0,0.0,1.0,17.0,6.0,11.0,12.0,3.0,80%
24203,佛罗伦萨,0,10,7,1,2,21,8,5.0,4.0,1.0,0.0,12.0,5.0,7.0,13.0,2.0,80%
24203,海登海姆,1,10,1,0,9,10,27,5.0,1.0,1.0,3.0,9.0,17.0,-8.0,4.0,30.0,20%
24203,圣加仑,0,10,3,4,3,12,14,5.0,3.0,0.0,2.0,6.0,6.0,0.0,9.0,15.0,60%
24203,莫尔德,1,10,3,4,3,14,13,5.0,2.0,0.0,3.0,4.0,6.0,-2.0,6.0,22.0,40%
24203,博斯拉夫,0,10,6,2,2,17,9,5.0,1.0,1.0,3.0,6.0,8.0,-2.0,4.0,26.0,20%
24203,贝蒂斯,1,10,4,3,3,16,16,5.0,1.0,1.0,3.0,3.0,8.0,-5.0,4.0,29.0,20%
